PassengerId,Survived_pred,Probability
980,1,0.6334451022869454
981,1,0.9043510234903137
982,0,0.467947054884511
983,0,0.11240732154486763
984,1,0.9079081750887662
985,0,0.11240732154486763
986,0,0.15329828689110134
987,0,0.11240732154486763
988,1,0.9095177464527785
989,0,0.11240732154486763
990,0,0.4609804238157685
991,0,0.11240732154486763
992,1,0.9655860853942145
993,0,0.11523226237307288
994,0,0.13491222359771704
995,0,0.11240732154486763
996,1,0.6045032716238478
997,0,0.11523226237307288
998,0,0.13491222359771704
999,0,0.13491222359771704
1000,0,0.11240732154486763
1001,0,0.2560459774551292
1002,0,0.15329828689110134
1003,1,0.6334451022869454
1004,1,0.9273073193378931
1005,1,0.7926766975195573
1006,1,0.9095177464527785
1007,0,0.15329828689110134
1008,0,0.08347993358968812
1009,1,0.6384239705096316
1010,0,0.49338688322697655
1011,1,0.906370370035689
1012,1,0.9190072089834761
1013,0,0.13491222359771704
1014,1,0.9514200250030598
1015,0,0.11240732154486763
1016,0,0.13491222359771704
1017,0,0.48403535893180033
1018,0,0.11240732154486763
1019,1,0.6434291843665946
1020,0,0.11523226237307288
1021,0,0.11240732154486763
1022,0,0.11240732154486763
1023,0,0.3004110943126757
1024,0,0.11674886568105577
1025,0,0.08347993358968812
1026,0,0.11240732154486763
1027,0,0.11240732154486763
1028,0,0.1496980420524334
1029,0,0.11523226237307288
1030,0,0.4609804238157685
1031,0,0.0642574881173087
1032,0,0.10783702773567441
1033,1,0.9208476501296716
1034,0,0.46264937536650347
1035,0,0.11523226237307288
1036,0,0.11523226237307288
1037,0,0.20894398125826769
1038,0,0.19622796806823545
1039,0,0.11240732154486763
1040,0,0.11523226237307288
1041,0,0.11523226237307288
1042,1,0.9514200250030598
1043,0,0.1496980420524334
1044,0,0.09107286279937378
1045,0,0.467947054884511
1046,0,0.0984761241221761
1047,0,0.11240732154486763
1048,1,0.9289050637006669
1049,0,0.4609804238157685
1050,0,0.21211488530364261
1051,0,0.467947054884511
1052,1,0.7434941869233961
1053,0,0.44539006528027025
1054,1,0.9007506909289744
1055,0,0.07455921589418849
1056,0,0.11523226237307288
1057,0,0.48403535893180033
1058,0,0.28026340961941626
1059,0,0.11030422348627329
1060,1,0.9190846017110847
1061,0,0.4609804238157685
1062,0,0.11240732154486763
1063,0,0.1496980420524334
1064,0,0.11523226237307288
1065,0,0.1496980420524334
1066,0,0.07039564135979993
1067,1,0.906370370035689
1068,1,0.906370370035689
1069,1,0.5739152490088247
1070,1,0.9410760203970832
1071,1,0.9377610736462142
1072,0,0.11523226237307288
1073,0,0.49338688322697655
1074,1,0.92557060352722
1075,0,0.13491222359771704
1076,1,0.9514200250030598
1077,0,0.11523226237307288
1078,1,0.906370370035689
1079,0,0.10758540407374906
1080,0,0.11814717056715646
1081,0,0.11523226237307288
1082,0,0.11523226237307288
1083,0,0.11523226237307288
1084,0,0.3169091944220844
1085,0,0.10983498085601529
1086,0,0.38505786313139034
1087,0,0.11240732154486763
1088,1,0.9336440047915006
1089,0,0.4609804238157685
1090,0,0.11523226237307288
1091,0,0.4609804238157685
1092,1,0.6546497121224533
1093,1,0.9043510234903137
1094,0,0.4283261582836294
1095,1,0.9334608586685588
1096,0,0.11523226237307288
1097,0,0.15329828689110134
1098,1,0.6334451022869454
1099,0,0.11523226237307288
1100,1,0.9273073193378931
1101,0,0.11240732154486763
1102,0,0.11523226237307288
1103,0,0.07455921589418849
1104,0,0.15102313198449752
1105,1,0.8816210579468228
1106,1,0.5107427728663354
1107,0,0.19622796806823545
1108,1,0.6334451022869454
1109,0,0.12038084841999792
1110,1,0.9377610736462142
1111,0,0.11240732154486763
1112,1,0.9141557587408053
1113,0,0.11240732154486763
1114,1,0.9287249239434563
1115,0,0.11240732154486763
1116,1,0.8973153185581744
1117,1,0.6111795317919289
1118,0,0.11240732154486763
1119,1,0.6334451022869454
1120,0,0.11523226237307288
1121,0,0.11523226237307288
1122,0,0.15102313198449752
1123,1,0.906370370035689
1124,0,0.1053855122537783
1125,0,0.13491222359771704
1126,0,0.49338688322697655
1127,0,0.11240732154486763
1128,0,0.4283261582836294
1129,0,0.1496980420524334
1130,1,0.9007506909289744
1131,1,0.9377610736462142
1132,1,0.8973153185581744
1133,1,0.906370370035689
1134,0,0.49338688322697655
1135,0,0.11240732154486763
1136,0,0.11523226237307288
1137,0,0.19622796806823545
1138,1,0.906370370035689
1139,0,0.11523226237307288
1140,1,0.906370370035689
1141,1,0.6111795317919289
1142,1,0.9751325522350193
1143,0,0.11240732154486763
1144,0,0.49338688322697655
1145,0,0.11240732154486763
1146,0,0.11240732154486763
1147,0,0.11240732154486763
1148,0,0.13491222359771704
1149,0,0.11240732154486763
1150,1,0.9007506909289744
1151,0,0.11240732154486763
1152,0,0.11523226237307288
1153,0,0.11240732154486763
1154,1,0.906370370035689
1155,1,0.8303045416779751
1156,0,0.15329828689110134
1157,0,0.11240732154486763
1158,0,0.08313236515133703
1159,0,0.11240732154486763
1160,0,0.4609804238157685
1161,0,0.11240732154486763
1162,0,0.4283261582836294
1163,0,0.13491222359771704
1164,1,0.9514200250030598
1165,1,0.6546497121224533
1166,0,0.1496980420524334
1167,1,0.906370370035689
1168,0,0.11523226237307288
1169,0,0.11523226237307288
1170,0,0.11523226237307288
1171,0,0.11523226237307288
1172,0,0.4609804238157685
1173,1,0.9043510234903137
1174,1,0.6334451022869454
1175,1,0.6949322705896525
1176,1,0.780110480941028
1177,0,0.11240732154486763
1178,0,0.11240732154486763
1179,0,0.26885339435537614
1180,0,0.24153205547417883
1181,0,0.11240732154486763
1182,0,0.11523226237307288
1183,0,0.3259183712424766
1184,0,0.1496980420524334
1185,0,0.22051333349759863
1186,0,0.11240732154486763
1187,0,0.11240732154486763
1188,1,0.97659385660982
1189,0,0.14701280875528316
1190,0,0.10562880779108261
1191,0,0.11240732154486763
1192,0,0.11240732154486763
1193,0,0.4164146145858478
1194,0,0.11523226237307288
1195,0,0.11240732154486763
1196,1,0.6334451022869454
1197,1,0.8932085064602537
1198,0,0.14199322292989996
1199,1,0.9019006937787719
1200,0,0.22051333349759863
1201,0,0.34139840838085656
1202,0,0.11240732154486763
1203,0,0.1496980420524334
1204,0,0.11240732154486763
1205,1,0.5045859331586943
1206,1,0.9377610736462142
1207,1,0.7434941869233961
1208,0,0.4283261582836294
1209,0,0.11523226237307288
1210,0,0.11240732154486763
1211,0,0.11030422348627329
1212,0,0.11240732154486763
1213,0,0.24153205547417883
1214,0,0.2560459774551292
1215,0,0.11523226237307288
1216,1,0.9208476501296716
1217,0,0.1053855122537783
1218,1,0.9394226367197333
1219,0,0.19551973128134426
1220,0,0.11523226237307288
1221,0,0.11523226237307288
1222,1,0.8816210579468228
1223,0,0.35821698003881447
1224,0,0.1496980420524334
1225,1,0.6263946555103934
1226,0,0.11240732154486763
1227,0,0.21211488530364261
1228,0,0.11523226237307288
1229,0,0.1496980420524334
1230,0,0.11523226237307288
1231,0,0.1496980420524334
1232,0,0.11523226237307288
1233,0,0.11240732154486763
1234,0,0.09615859486213425
1235,1,0.9635461286908942
1236,0,0.11523226237307288
1237,1,0.5892312382868261
1238,0,0.11523226237307288
1239,1,0.6658990204131864
1240,0,0.11523226237307288
1241,1,0.906370370035689
1242,1,0.9514200250030598
1243,0,0.11523226237307288
1244,0,0.15102313198449752
1245,0,0.12038084841999792
1246,1,0.8346133479988794
1247,0,0.17158237961417935
1248,1,0.8783466207517634
1249,0,0.11240732154486763
1250,0,0.13491222359771704
1251,0,0.48403535893180033
1252,0,0.05989807110968273
1253,1,0.9190846017110847
1254,1,0.906370370035689
1255,0,0.11240732154486763
1256,1,0.9745081624085583
1257,0,0.15341481371832882
1258,0,0.15329828689110134
1259,0,0.2301166851280933
1260,1,0.9457653210280101
1261,0,0.15329828689110134
1262,0,0.11523226237307288
1263,1,0.9514200250030598
1264,0,0.07800362386810732
1265,0,0.11523226237307288
1266,1,0.9095177464527785
1267,1,0.9457653210280101
1268,0,0.4487658848533439
1269,0,0.11523226237307288
1270,0,0.1581219957402629
1271,0,0.21435648674477376
1272,0,0.13491222359771704
1273,0,0.13491222359771704
1274,0,0.467947054884511
1275,0,0.48403535893180033
1276,0,0.11523226237307288
1277,1,0.9208476501296716
1278,0,0.11240732154486763
1279,0,0.09107286279937378
1280,0,0.13491222359771704
1281,1,0.6591678205806879
1282,0,0.26885339435537614
1283,1,0.8932085064602537
1284,0,0.1458762398572323
1285,0,0.09107286279937378
1286,0,0.07527786674908946
1287,1,0.9289050637006669
1288,0,0.13491222359771704
1289,1,0.9780457101768176
1290,0,0.11240732154486763
1291,0,0.13491222359771704
1292,1,0.9289050637006669
1293,0,0.11523226237307288
1294,1,0.9457653210280101
1295,0,0.10562880779108261
1296,0,0.35821698003881447
1297,0,0.4164146145858478
1298,0,0.11523226237307288
1299,0,0.4283261582836294
1300,1,0.7434941869233961
1301,1,0.7688453274081477
1302,1,0.6334451022869454
1303,1,0.9387659814567516
1304,0,0.4609804238157685
1305,0,0.11240732154486763
1306,1,0.9514200250030598
1307,0,0.11240732154486763
1308,0,0.11240732154486763
1309,0,0.15329828689110134
